1.0	Compound::DB01118
1.0	Compound::DB00619 (*)
1.0	Compound::DB01254 ()
1.0	Compound::DB04868
1.0	Compound::DB00398
1.0	Compound::DB01268
1.0	Compound::DB09079
1.0	Compound::DB00675
1.0	Compound::DB00908
1.0	Compound::DB01240
1.0	Compound::DB06595
1.0	Compound::DB00205
1.0	Compound::DB08865
1.0	Compound::DB09063
1.0	Compound::DB01076
1.0	Compound::DB00948
1.0	Compound::DB09085
1.0	Compound::DB01059
1.0	Compound::DB00530
1.0	Compound::DB01032
1.0	Compound::DB05990
1.0	Compound::DB01051
1.0	Compound::DB08877
1.0	Compound::DB11951
0.9999998807907104	Compound::DB06626
0.9999998807907104	Compound::DB08162
0.9999998807907104	Compound::DB08895
0.9999997615814209	Compound::DB06589
0.9999997615814209	Compound::DB01097
0.9999991655349731	Compound::DB00755
0.9999988079071045	Compound::DB00091
0.9999984502792358	Compound::DB04841
0.9999980926513672	Compound::DB13044
0.9999970197677612	Compound::DB05294
0.9999966621398926	Compound::DB09054
0.9999959468841553	Compound::DB06616
0.9999905824661255	Compound::DB11828
0.9999877214431763	Compound::DB04903
0.9999867677688599	Compound::DB01593
0.9999866485595703	Compound::DB00457
0.9999864101409912	Compound::DB12010
0.9999809265136719	Compound::DB01721
0.9999797344207764	Compound::DB04281
0.9999756813049316	Compound::DB07560
0.9999616146087646	Compound::DB09067
0.9999371767044067	Compound::DB09462
0.9999147653579712	Compound::DB05518
0.9999138116836548	Compound::DB07006
0.9999130964279175	Compound::DB00481
0.9999076128005981	Compound::DB08568
0.9998939037322998	Compound::DB01378
0.9998892545700073	Compound::DB02498
0.9998633861541748	Compound::DB04378
0.9998607635498047	Compound::DB06234
0.9997156262397766	Compound::DB06442
0.9996907711029053	Compound::DB03880
0.9996622800827026	Compound::DB07080
0.9995442032814026	Compound::DB02261
0.9994857311248779	Compound::DB07970
0.99940025806427	Compound::DB02617
0.9993938207626343	Compound::DB14070
0.9993829727172852	Compound::DB04474
0.9993155002593994	Compound::DB02526
0.9991868138313293	Compound::DB06771
0.9991003274917603	Compound::DB02415
0.9989339709281921	Compound::DB08261
0.9988139867782593	Compound::DB09088
0.9987608194351196	Compound::DB00142
0.9984278678894043	Compound::DB08268
0.9983803033828735	Compound::DB02676
0.9983481168746948	Compound::DB03652
0.9983320832252502	Compound::DB03771
0.9981386661529541	Compound::DB01244
0.9981240630149841	Compound::DB04447
0.9979068040847778	Compound::DB05252
0.9973785877227783	Compound::DB09481
0.9973390698432922	Compound::DB02165
0.9971996545791626	Compound::DB03176
0.9969837069511414	Compound::DB07336
0.9967632293701172	Compound::DB00864
0.996687114238739	Compound::DB00653
0.9966180920600891	Compound::DB01065
0.9965935349464417	Compound::DB03622
0.9965607523918152	Compound::DB03596
0.9965327978134155	Compound::DB08738
0.9964452385902405	Compound::DB08031
0.9959275126457214	Compound::DB08739
0.9959083795547485	Compound::DB03507
0.9952050447463989	Compound::DB01977
0.9949865341186523	Compound::DB12458
0.9946863651275635	Compound::DB05479
0.993979811668396	Compound::DB05018
0.9939792156219482	Compound::DB03428
0.9938510656356812	Compound::DB02683
0.9934772253036499	Compound::DB04970
0.9933605790138245	Compound::DB03316
0.9933192729949951	Compound::DB14533
0.992983341217041	Compound::DB03311
0.992895781993866	Compound::DB07364
0.9928890466690063	Compound::DB01851
0.9928160905838013	Compound::DB07669
0.9927524328231812	Compound::DB08526
0.9926488995552063	Compound::DB01831
0.9925899505615234	Compound::DB11779
0.9925857186317444	Compound::DB11755
0.9920282959938049	Compound::DB03607
0.9918982982635498	Compound::DB03345
0.9910430908203125	Compound::DB02465
0.9910165071487427	Compound::DB08009
0.9909051656723022	Compound::DB02441
0.990220308303833	Compound::DB01356
0.9899172186851501	Compound::DB02102
0.9899007678031921	Compound::DB00278
0.9896805882453918	Compound::DB03276
0.9889194369316101	Compound::DB04068
0.9888697862625122	Compound::DB13955
0.9886309504508972	Compound::DB13119
0.9883126616477966	Compound::DB06890
0.9877631068229675	Compound::DB05806
0.9875982403755188	Compound::DB00855
0.9874939322471619	Compound::DB01345
0.9874384999275208	Compound::DB09130
0.9871888756752014	Compound::DB03672
0.986829936504364	Compound::DB13996
0.9864462614059448	Compound::DB06847
0.9863846898078918	Compound::DB00188
0.9860745072364807	Compound::DB06240
0.9859156608581543	Compound::DB08170
0.9855982661247253	Compound::DB05708
0.9855522513389587	Compound::DB04218
0.9855197668075562	Compound::DB00317
0.9853107929229736	Compound::DB05421
0.9851086735725403	Compound::DB07909
0.98494553565979	Compound::DB12147
0.9848127961158752	Compound::DB04417
0.983439028263092	Compound::DB06955
0.9831498265266418	Compound::DB01966
0.9830265641212463	Compound::DB06436
0.9830206632614136	Compound::DB07631
0.9829088449478149	Compound::DB06757
0.9824573397636414	Compound::DB08599
0.9820528626441956	Compound::DB07097
0.9813771843910217	Compound::DB08282
0.9813228845596313	Compound::DB09418
0.9810246229171753	Compound::DB03171
0.9809016585350037	Compound::DB14487
0.9808989763259888	Compound::DB02530
0.9801324009895325	Compound::DB08657
0.9798913598060608	Compound::DB01989
0.9792408347129822	Compound::DB05961
0.9781937599182129	Compound::DB00509
0.9779163002967834	Compound::DB13949
0.9768313765525818	Compound::DB06917
0.976769745349884	Compound::DB07081
0.9763466119766235	Compound::DB11136
0.9758502840995789	Compound::DB08238
0.9742799401283264	Compound::DB08304
0.9741992950439453	Compound::DB12695
0.9733573794364929	Compound::DB02189
0.9733196496963501	Compound::DB00384
0.9731442928314209	Compound::DB04885
0.9723545908927917	Compound::DB07681
0.9720758199691772	Compound::DB07866
0.9718571305274963	Compound::DB08783
0.9713354110717773	Compound::DB01370
0.9711795449256897	Compound::DB01373
0.9700883626937866	Compound::DB05524
0.9699606895446777	Compound::DB01827
0.9686713814735413	Compound::DB04256
0.9663792848587036	Compound::DB01583
0.9660618901252747	Compound::DB04590
0.9655260443687439	Compound::DB14499
0.9652276039123535	Compound::DB03217
0.9649789333343506	Compound::DB07159
0.9647696018218994	Compound::DB01592
0.9636217951774597	Compound::DB03686
0.9634665250778198	Compound::DB09078
0.9623934030532837	Compound::DB14500
0.9601322412490845	Compound::DB03443
0.9597288370132446	Compound::DB04216
0.9595851302146912	Compound::DB03420
0.9592698812484741	Compound::DB03564
0.9589145183563232	Compound::DB09460
0.9562220573425293	Compound::DB08691
0.9558598399162292	Compound::DB01915
0.954914391040802	Compound::DB07209
0.9541721343994141	Compound::DB01077
0.9538291692733765	Compound::DB07766
0.9527031183242798	Compound::DB00143
0.952582597732544	Compound::DB01164
0.9521933197975159	Compound::DB06905
0.9521580934524536	Compound::DB07310
0.9520583748817444	Compound::DB07168
0.9511129856109619	Compound::DB03679
0.9498414397239685	Compound::DB03706
0.9494553804397583	Compound::DB05260
0.948551595211029	Compound::DB02894
