drugbank_id	bindingdb_id
DB01392	50027058
DB01392	50167576
DB01392	50203564
DB01392	50407152
DB01392	86230
DB01393	28701
DB01394	50014846
DB01395	150275
DB01396	46356
DB01397	26193
DB01397	85513
DB01399	85244
DB01400	50022775
DB01401	26193
DB01401	50026220
DB01401	85513
DB01403	50339137
DB01403	50418049
DB01406	50423541
DB01406	73822
DB01407	27958
DB01408	50235800
DB01409	50066861
DB01409	50239981
DB01409	50296345
DB01411	50023198
DB01412	50014260
DB01413	50350470
DB01415	50370586
DB01416	50292251
DB01420	50215709
DB01421	50240054
DB01422	64987
DB01424	74258
DB01425	50023804
DB01426	50088366
DB01427	34651
DB01428	50253134
DB01433	50027391
DB01433	50223631
DB01433	50223637
DB01434	50039160
DB01435	50103600
DB01438	50420356
DB01440	50023575
DB01445	50024206
DB01446	50014210
DB01446	50227457
DB01446	50227466
DB01454	50010588
DB01454	85332
DB01454	86234
DB01455	50423550
DB01460	50094676
DB01462	50013847
DB01465	50005251
DB01465	50098528
DB01467	50359498
DB01467	81965
DB01471	50423546
DB01472	50024209
DB01477	26980
DB01477	82928
DB01481	50025425
DB01484	50005257
DB01484	50064708
DB01484	50274042
DB01486	50022722
DB01486	50367603
DB01486	50405613
DB01486	50405615
DB01488	50026868
DB01490	85705
DB01494	50103520
DB01494	50357226
DB01495	50103600
DB01497	50123599
DB01497	50369821
DB01497	50369822
DB01497	82425
DB01498	50223632
DB01498	50223634
DB01509	50005247
DB01509	86238
DB01509	86239
DB01511	50026858
DB01515	50008039
DB01515	50042482
DB01516	50005256
DB01520	50004107
DB01522	50027391
DB01522	50223631
DB01522	50223637
DB01524	50178323
DB01524	50223237
DB01525	50005565
DB01526	50410526
DB01528	50005265
DB01528	50359506
DB01528	50367392
DB01529	85033
DB01530	50093445
DB01530	50375558
DB01530	50410527
DB01535	50012477
DB01536	50025428
DB01536	8592
DB01536	91713
DB01541	91719
DB01544	25878
DB01546	50025198
DB01546	50025200
DB01546	50025212
DB01548	21865
DB01548	50001714
DB01548	50076002
DB01553	220121
DB01555	50027391
DB01555	50223631
DB01555	50223637
DB01556	85704
DB01560	86286
DB01561	236512
DB01561	50025405
DB01561	50422491
DB01564	50423546
DB01565	50021325
DB01565	50452273
DB01565	86518
DB01570	50033530
DB01570	50033531
DB01570	50033532
DB01570	50033533
DB01570	50033534
DB01570	50033535
DB01570	50033536
DB01570	50033537
DB01570	50454092
DB01571	50021347
DB01571	50034620
DB01571	50034623
DB01576	50005246
DB01576	50022721
DB01576	50022723
DB01577	50009057
DB01577	50359499
DB01577	50359500
DB01580	50240370
DB01581	50238672
DB01582	50238670
DB01583	18860
DB01583	50007
DB01583	50178971
DB01583	50225220
DB01583	50240001
DB01583	50301375
DB01586	21674
DB01586	225703
DB01586	50090946
DB01586	50420187
DB01586	53721
DB01590	50088378
DB01591	50175570
DB01591	50344284
DB01591	50370682
DB01591	50370683
DB01595	50020856
DB01597	50367502
DB01598	50049708
DB01598	50213266
DB01599	50007260
DB01600	223313
DB01601	50180655
DB01601	578
DB01603	50103523
DB01603	50130829
DB01606	212441
DB01606	50053173
DB01606	50157692
DB01606	50421413
DB01607	50103522
DB01607	50270008
DB01608	50346422
DB01609	50088376
DB01614	50131719
DB01616	37636
DB01618	50130290
DB01619	50089147
DB01620	50017656
DB01621	81798
DB01622	81793
DB01623	78576
DB01623	86187
DB01624	50393327
DB01624	79209
DB01624	81491
DB01625	82074
DB01626	50172756
DB01627	50335522
DB01627	92333
DB01628	50072064
DB01629	173620
DB01629	50132299
DB01630	50026872
DB01640	15337
DB01642	103981
DB01642	120768
DB01642	50034081
DB01642	50147927
DB01642	50166886
DB01642	50243888
DB01642	50244377
DB01643	50094617
DB01643	50332929
DB01645	19459
DB01647	14772
DB01647	50308512
DB01650	50146462
DB01655	50045357
DB01656	14774
DB01658	50373729
DB01664	50107954
DB01666	50191320
DB01668	114207
DB01668	29507
DB01671	50312640
DB01671	50351172
DB01672	92456
DB01677	26122
DB01677	50257203
DB01678	14691
DB01683	222139
DB01683	87059
DB01685	50311275
DB01686	92901
DB01687	50370453
DB01688	50008543
DB01689	50222612
DB01690	50184368
DB01690	50308336
DB01691	8733
DB01694	50427212
DB01695	50379999
DB01698	237184
DB01700	22579
DB01700	50080321
DB01702	52946
DB01705	16127
DB01708	50223368
DB01717	50435017
DB01717	86485
DB01718	58941
DB01720	50166405
DB01723	50086090
DB01723	50086093
DB01723	50132541
DB01725	14143
DB01725	14325
DB01727	50244093
DB01727	50431013
DB01727	92496
DB01729	50075183
DB01729	50082886
DB01729	50091318
DB01731	50154292
DB01731	50154293
DB01732	1157
DB01732	1158
DB01732	1159
DB01732	1160
DB01732	50121504
DB01733	50362544
DB01733	50362545
DB01734	50416040
DB01737	50067532
DB01738	50281572
DB01739	18140
DB01741	14342
DB01741	14929
DB01744	36263
DB01745	50072854
DB01746	50219348
DB01748	12013
DB01750	50022186
DB01752	50009672
DB01752	50109313
DB01752	50142501
DB01752	50308984
DB01752	92642
DB01756	50148790
DB01758	37633
DB01759	50031467
DB01761	15240
DB01761	50077953
DB01762	50390990
DB01765	11319
DB01767	16303
DB01771	14334
DB01772	50312990
DB01773	50060737
DB01776	50008548
DB01778	50143044
DB01782	16018
DB01782	50433916
DB01783	50240040
DB01784	84662
DB01786	50000099
DB01786	50000109
DB01786	92998
DB01791	14775
DB01793	8269
DB01795	26996
DB01796	26115
DB01803	50055164
DB01807	13354
DB01809	25116
DB01811	50028548
DB01812	50062279
DB01816	36388
DB01816	50016704
DB01816	50280031
DB01819	50366413
DB01820	13953
DB01821	22030
DB01821	50072407
DB01821	50430747
DB01823	50057754
DB01823	50102880
DB01823	50102884
DB01823	50211296
DB01823	50215446
DB01823	50263768
DB01823	50363875
DB01828	50416492
DB01830	50111439
DB01833	50271982
DB01833	50370459
DB01836	50372527
DB01843	50057745
DB01851	50416487
DB01852	7462
DB01858	50152524
DB01859	31908
DB01860	86487
DB01861	50209659
DB01861	50209666
DB01861	50209668
DB01861	50304030
DB01861	50423218
DB01862	192770
DB01863	213232
DB01863	50075651
DB01863	50221652
DB01864	50378578
DB01864	81823
DB01865	8720
DB01866	14677
DB01877	50084216
DB01878	22726
DB01880	4375
DB01884	50118952
DB01884	50178428
DB01885	50366565
DB01888	11428
DB01889	50134722
DB01892	50193079
DB01896	50067906
DB01903	50010238
DB01903	50094611
DB01905	13939
DB01905	50102782
DB01906	50143061
DB01908	14695
DB01910	197173
DB01910	50378739
DB01910	50406624
DB01910	92471
DB01912	26979
DB01912	38924
DB01917	50009385
DB01919	50028837
DB01922	50120838
DB01924	50015184
DB01931	213889
DB01931	50001266
DB01932	50167953
DB01933	17054
DB01933	50280450
DB01933	50283886
DB01935	50006115
DB01935	50024095
DB01935	92501
DB01941	50032671
DB01942	50155538
DB01946	2695
DB01947	14680
DB01948	15242
DB01950	50229962
DB01951	23334
DB01951	50068547
DB01953	13346
DB01954	14361
DB01954	50042056
DB01954	50042058
DB01956	50357220
DB01957	50167952
DB01958	18047
DB01959	14798
DB01961	50233301
DB01962	195583
DB01962	50080265
DB01963	26142
DB01964	11933
DB01965	50386619
DB01972	50010318
DB01972	50326433
DB01972	81822
DB01972	92537
DB01977	50138670
DB01979	103981
DB01979	120768
DB01979	50034081
DB01979	50147927
DB01979	50166886
DB01979	50243888
DB01979	50244377
DB01980	50200187
DB01987	92962
DB01992	213239
DB01992	50367033
DB01995	50421668
DB01997	50270528
DB02001	18048
DB02004	11593
DB02007	50275807
DB02007	50373066
DB02008	50133801
DB02009	50109714
DB02009	50408998
DB02010	130909
DB02010	2579
DB02010	31096
DB02010	32337
DB02010	50059889
DB02010	50423654
DB02011	50079023
DB02013	26985
DB02014	13990
DB02015	18044
DB02016	50128065
DB02018	50010257
DB02019	50059618
DB02020	16415
DB02021	16512
DB02021	50089423
DB02021	50151407
DB02021	50151408
DB02024	50304072
DB02026	50041176
DB02026	50091145
DB02027	21960
DB02027	50255304
DB02027	50430746
DB02029	129304
DB02031	50022833
DB02031	50391006
DB02032	21642
DB02032	50011362
DB02032	50011367
DB02032	50140754
DB02032	50406955
DB02033	50291058
DB02033	763
DB02034	50016706
DB02034	50168995
DB02035	50396293
DB02036	50141373
DB02037	50108010
DB02041	50125767
DB02044	50065805
DB02044	50226527
DB02047	50074933
DB02047	50224288
DB02049	50146636
DB02052	50166289
DB02054	50226518
DB02054	50340077
DB02056	21544
DB02056	50163943
DB02057	17662
DB02057	50002370
DB02057	50026947
DB02057	85214
DB02059	50192448
DB02060	6
DB02061	50370453
DB02062	50087088
DB02062	50087106
DB02062	50105262
DB02063	14339
DB02068	50026409
DB02068	50137035
DB02069	12014
DB02070	50288255
DB02071	50096463
DB02072	50118787
DB02074	50427207
DB02076	50045357
DB02077	21961
DB02077	50072408
DB02077	50136949
DB02077	50138976
DB02077	50272006
DB02077	50370361
DB02082	81791
DB02082	85784
DB02084	14341
DB02084	14927
DB02088	50316030
DB02089	50149207
DB02090	50071244
DB02091	8037
DB02093	50342610
DB02094	50115621
DB02095	11022
DB02096	22917
DB02097	50087289
DB02098	11941
DB02098	50062282
DB02100	103981
DB02100	120768
DB02100	50034081
DB02100	50147927
DB02100	50166886
DB02100	50243888
DB02100	50244377
DB02101	16512
DB02101	50089423
DB02101	50151407
DB02101	50151408
DB02102	151
DB02104	50029766
DB02105	50017846
DB02107	74420
DB02109	50149248
DB02111	23242
DB02112	17281
DB02113	92423
DB02115	50409029
DB02116	5718
DB02120	50366472
DB02123	50375586
DB02123	50375590
DB02130	50337364
DB02131	50064274
DB02132	16496
DB02134	50227193
DB02134	82009
DB02139	50128067
DB02141	50271882
DB02145	36173
DB02151	234294
DB02152	153732
DB02152	2580
DB02152	50118955
DB02152	6760
DB02153	86194
DB02156	223201
DB02161	50240066
DB02161	82370
DB02166	31904
DB02166	50235326
DB02169	50097634
DB02169	50110676
DB02170	11314
DB02172	50031481
DB02172	50037814
DB02172	50099008
DB02172	50234564
DB02172	50241865
DB02172	50375510
DB02174	181129
DB02174	18121
DB02174	93009
DB02175	14673
DB02175	50159797
DB02176	50074329
DB02176	50159793
DB02181	50165116
DB02187	50423544
DB02189	50164644
DB02192	85807
DB02196	50197974
DB02197	7657
DB02198	50119693
DB02201	14673
DB02201	50159797
DB02205	50220736
DB02205	50240591
DB02207	50209245
DB02211	11002
DB02216	50213729
DB02220	11936
DB02220	11937
DB02221	12021
DB02224	212435
DB02226	50377920
DB02230	50293086
DB02232	26188
DB02234	50055281
DB02235	50366922
DB02238	154571
DB02239	82191
DB02255	234334
DB02255	50062339
DB02255	50062351
DB02255	50062352
DB02261	85035
DB02263	50420199
DB02266	17636
DB02266	85514
DB02268	5274
DB02269	13894
DB02271	50270015
DB02277	14831
DB02279	50102174
DB02280	16420
DB02280	16421
DB02280	92715
DB02282	22111
DB02287	13937
DB02287	50100897
DB02288	14331
DB02288	50102789
DB02289	92990
DB02292	13058
DB02294	36386
DB02297	24626
DB02300	50369964
DB02304	82212
DB02312	50275807
DB02312	50373066
DB02315	50369127
DB02320	50240802
DB02321	50304165
DB02323	17290
DB02323	50179201
DB02324	50010242
DB02324	50094623
DB02329	50005105
DB02329	50247012
DB02331	50126669
DB02333	50205416
DB02335	50150920
DB02336	14697
DB02337	50189917
DB02339	50128045
DB02341	50035495
DB02341	50058341
DB02341	50065151
DB02342	50060957
DB02347	50304093
DB02350	50082545
DB02350	50408759
DB02352	13337
DB02354	17297
DB02355	50369451
DB02355	50410190
DB02355	50410192
DB02359	15378
DB02360	50139758
DB02362	50145829
DB02362	50340076
DB02365	50092158
DB02366	14153
DB02367	50095567
DB02369	50113292
DB02372	50016818
DB02375	15236
DB02376	36390
DB02376	50120840
DB02377	50200094
DB02378	16271
DB02379	228805
DB02379	34103
DB02379	50077229
DB02379	50102882
DB02379	50147883
DB02379	50165726
DB02379	50240803
DB02379	50351158
DB02379	50423644
DB02379	50448403
DB02380	50421823
DB02381	50008099
DB02383	16314
DB02386	50024594
DB02386	50024597
DB02386	50129679
DB02386	50190109
DB02386	50190114
DB02388	16016
DB02398	50138662
DB02401	23232
DB02403	50167958
DB02406	36182
DB02407	50235341
DB02407	5485
DB02411	13928
DB02411	50288192
DB02421	50209659
DB02421	50209666
DB02421	50209668
DB02421	50304030
DB02421	50423218
DB02424	50008059
DB02427	50066490
DB02429	12015
DB02432	14692
DB02435	50113829
DB02436	13613
DB02441	50125763
DB02446	50129196
DB02446	93010
DB02447	50454688
DB02452	50164648
DB02456	31913
DB02456	50310540
DB02458	50391004
DB02459	237208
DB02459	50014341
DB02463	13942
DB02463	14327
DB02463	50102768
DB02464	10999
DB02465	50132713
DB02466	31887
DB02467	50366922
DB02471	36386
DB02473	50138667
DB02477	50034993
DB02481	50064288
DB02482	50162817
DB02489	50143052
DB02491	50206280
DB02493	50149203
DB02495	21866
DB02496	50153712
DB02503	50067886
DB02504	50055341
DB02507	50343352
DB02509	11021
DB02513	50240432
DB02517	17657
DB02517	26431
DB02517	50002371
DB02517	50013055
DB02517	93012
DB02519	50313615
DB02519	84534
DB02520	50010231
DB02520	50428474
DB02522	92967
DB02525	36390
DB02525	50120840
DB02526	14144
DB02526	50115861
DB02527	10851
DB02527	50384264
DB02527	81289
DB02530	24183
DB02531	50340058
DB02532	50404663
DB02536	16241
DB02538	7642
DB02543	50260723
DB02543	50444845
DB02544	50128063
DB02545	50167161
DB02546	19149
DB02550	15381
DB02551	50138673
DB02556	18073
DB02556	92701
DB02557	50006118
DB02557	50040413
DB02557	50251742
DB02557	50442256
DB02557	50442257
DB02558	50050128
DB02565	50082665
DB02567	6568
DB02568	50039542
DB02581	50229786
DB02583	50051913
DB02585	50153443
DB02586	50401348
DB02587	50010261
DB02591	50208872
DB02592	50280172
DB02594	50367094
DB02596	50026203
DB02596	50118221
DB02600	4994
DB02601	50403035
DB02602	11935
DB02610	12023
DB02615	50157156
DB02615	50157165
DB02616	22918
DB02616	50170632
DB02618	50007995
DB02621	65515
DB02622	50118789
DB02627	50067910
DB02628	13166
DB02628	13167
DB02628	13180
DB02629	359
DB02630	50405130
DB02633	50118231
DB02633	50300129
DB02636	50306859
DB02637	23230
DB02639	18352
DB02639	50361738
DB02640	50113436
DB02640	50131562
DB02640	95462
DB02644	235688
DB02644	50061231
DB02644	50240716
DB02647	7127
DB02648	50037268
DB02648	50238621
DB02651	13596
DB02655	18125
DB02655	31174
DB02656	12915
DB02659	21680
DB02660	14771
DB02662	50118778
DB02663	50174527
DB02663	82008
DB02663	85288
DB02664	50067884
DB02665	151625
DB02665	50028544
DB02665	50113851
DB02665	50236898
DB02665	50240772
DB02665	50261814
DB02668	580
DB02669	50051785
DB02669	50051805
DB02671	7884
DB02673	10406
DB02683	851
DB02684	50339905
DB02690	50068774
DB02691	50375589
DB02691	50420252
DB02691	58943
DB02701	27507
DB02702	154
DB02703	57048
DB02703	58924
DB02704	584
DB02704	585
DB02705	50138665
DB02709	23926
DB02709	50131698
DB02712	16312
DB02712	50022464
DB02713	82197
DB02714	50292722
DB02714	50292724
DB02715	50157156
DB02715	50157165
DB02716	50294222
DB02716	50316302
DB02716	50370488
DB02719	50102888
DB02720	50057727
DB02720	50102890
DB02720	50102891
DB02720	50147890
DB02720	50147912
DB02720	50306562
DB02723	50107064
DB02728	50095995
DB02729	155
DB02731	50239391
DB02731	50366032
DB02731	60990
DB02733	7478
DB02740	50129081
DB02740	92683
DB02741	31886
DB02743	50370453
DB02744	14059
DB02745	50088517
DB02746	50080272
DB02747	50241370
DB02750	50109584
DB02750	50109609
DB02750	86203
DB02751	50021601
DB02752	50149243
DB02754	15374
DB02757	50390969
DB02758	31879
DB02758	92684
DB02760	50380322
DB02762	14684
DB02765	50257055
DB02772	50108105
DB02779	50060599
DB02786	50170813
DB02789	50375319
DB02790	50303348
DB02795	23435
DB02795	243072
DB02797	50067887
DB02801	50170812
DB02804	194
DB02805	50292722
DB02805	50292724
DB02809	50225252
DB02812	50131977
DB02812	50228764
DB02818	50060627
DB02822	50150787
DB02823	50008089
DB02827	50299461
DB02828	82192
DB02830	22937
DB02831	14671
DB02831	50080995
DB02831	50155534
DB02831	50155537
DB02833	50229973
DB02833	8061
DB02834	50222611
DB02839	74208
DB02840	50161650
DB02841	39812
DB02846	50357232
DB02848	50117957
DB02852	50252103
DB02853	50000100
DB02853	50000105
DB02853	50357224
DB02854	17639
DB02854	50093900
DB02854	50191348
DB02854	50236240
DB02854	50375560
DB02857	50206506
DB02857	50366814
DB02857	50409930
DB02858	50115616
DB02860	40776
DB02860	50110681
DB02861	12022
DB02872	50392531
DB02873	15241
DB02875	14347
DB02875	50102777
DB02877	323587
DB02877	50032219
DB02877	50045268
DB02880	50078284
DB02883	50349537
DB02884	50179724
DB02884	50179725
DB02887	50130699
DB02887	50370655
DB02888	50400862
DB02889	50120852
DB02890	50199178
DB02891	50182418
DB02893	50142500
DB02893	86195
DB02894	13057
DB02896	50412071
DB02898	5514
DB02898	5515
DB02900	50275807
DB02900	50373066
DB02901	18161
DB02901	50091399
DB02901	50366473
DB02901	50410540
DB02901	50410541
DB02908	14678
DB02909	50175442
DB02911	50081594
DB02915	8049
DB02916	50454088
DB02918	14769
DB02919	50051920
DB02920	65499
DB02925	50240046
DB02930	36312
DB02930	50118217
DB02930	86479
DB02931	50101695
DB02932	18525
DB02932	18678
DB02932	18692
DB02936	50055291
DB02937	50366481
DB02938	50240408
DB02946	50078312
DB02946	50086741
DB02947	50008363
DB02947	50370376
DB02948	50028309
DB02948	50153713
DB02952	36629
DB02953	50109593
DB02953	50281176
DB02959	50403163
DB02959	92700
DB02962	7939
DB02963	11442
DB02964	50211294
DB02964	50263769
DB02966	50060635
DB02967	50220832
DB02969	50016817
DB02972	50028649
DB02976	50304032
DB02984	50083955
DB02986	11931
DB02989	14154
DB02989	50115858
DB02991	50058464
DB02993	50108008
DB02994	92451
DB02995	81970
DB02996	50109591
DB02998	50367916
DB02999	17660
DB02999	50164445
DB02999	86211
DB03000	50257055
DB03005	50149201
DB03006	50239378
DB03009	50152883
DB03010	50103627
DB03012	50121269
DB03012	50121272
DB03016	13940
DB03017	23434
DB03017	50180948
DB03020	50368629
DB03020	50368954
DB03023	50142887
DB03026	50167777
DB03030	8738
DB03032	50227452
DB03034	50045004
DB03034	50226409
DB03034	50366826
DB03035	11313
DB03039	12018
DB03041	50197975
DB03041	50209665
DB03042	50322321
DB03044	13533
DB03046	50147085
DB03052	7962
DB03056	50218206
DB03062	50121720
DB03066	50159794
DB03066	50257205
DB03066	50420196
DB03067	50149311
DB03068	50065260
DB03068	50226311
DB03068	50367350
DB03070	50369348
DB03072	27709
DB03073	50106188
DB03074	50303507
DB03076	335
DB03078	14688
DB03082	50147093
DB03083	50008516
DB03083	50263829
DB03083	50375651
DB03084	16015
DB03086	50141701
DB03093	15382
DB03095	50079455
DB03100	50284964
DB03102	50118744
DB03104	14698
DB03107	50000102
DB03108	50148790
DB03110	36301
DB03114	14685
DB03120	50294029
DB03121	50055737
DB03125	18069
DB03127	50038002
DB03127	772
DB03128	10759
DB03132	50167942
DB03134	50052549
DB03136	14169
DB03136	50098137
DB03137	15384
DB03138	36131
DB03138	50147626
DB03140	50067885
DB03144	50230418
DB03148	18136
DB03148	50378656
DB03154	50069997
DB03154	50107745
DB03157	50161779
DB03159	14142
DB03159	50102780
DB03162	23251
DB03166	50074329
DB03166	50159793
DB03172	50000298
DB03172	50307455
DB03173	14332
DB03173	50115856
DB03176	18869
DB03177	50208880
DB03181	50123046
DB03183	14796
DB03186	50402338
DB03191	85447
DB03193	50240485
DB03196	214778
DB03197	50115144
DB03201	50109584
DB03201	50109609
DB03201	86203
DB03202	50036118
DB03203	50009730
DB03203	83205
DB03206	113762
DB03206	18351
DB03206	50065259
DB03206	50163438
DB03206	50163439
DB03206	50163440
DB03206	50163441
DB03206	50163442
DB03206	50163443
DB03206	50163445
DB03206	50163446
DB03206	50163447
DB03206	50240927
DB03206	50312525
DB03206	50403110
DB03206	50403114
DB03208	175525
DB03208	175526
DB03208	175527
DB03208	175528
DB03208	42257
DB03208	50135166
DB03208	50241052
DB03208	92485
DB03216	50006215
DB03218	50263770
DB03220	22948
DB03221	11936
DB03221	11937
DB03222	50118233
DB03225	21974
DB03225	50043799
DB03225	92685
DB03227	50366763
DB03228	50004694
DB03229	50390988
DB03231	50143049
DB03233	50118626
DB03234	50128070
DB03240	50107595
DB03240	50252917
DB03243	50113835
DB03247	50421345
DB03251	14083
DB03251	50131979
DB03251	50139747
DB03252	217367
DB03252	217368
DB03252	50352165
DB03254	24656
DB03254	50126142
DB03255	26187
DB03256	286
DB03256	50039121
DB03256	50239970
DB03257	50157212
DB03260	50323740
DB03262	11390
DB03268	14696
DB03276	50102025
DB03280	50366828
DB03283	50242419
DB03285	50042944
DB03292	85077
DB03294	13072
DB03296	217358
DB03296	50230648
DB03298	14675
DB03305	152697
DB03305	50072297
DB03306	14679
DB03308	50129200
DB03308	50129202
DB03310	225231
DB03311	50341989
DB03312	50366681
DB03312	50375781
DB03319	50126763
DB03319	85741
DB03319	85742
DB03319	85744
DB03321	50040515
DB03321	50063303
DB03322	25761
DB03322	36108
DB03322	50246936
DB03322	60973
DB03323	50370453
DB03328	26990
DB03328	50147625
DB03331	50100471
DB03332	50115155
DB03338	50347460
DB03344	213228
DB03345	7971
DB03346	50410534
DB03348	10632
DB03348	50159747
DB03348	50199518
DB03349	50222467
DB03351	50107995
DB03354	50295847
DB03355	50091517
DB03355	50366646
DB03355	50426200
DB03357	16420
DB03357	16421
DB03357	92715
DB03365	4622
DB03366	7882
DB03367	50264813
DB03368	50099118
DB03370	22949
DB03373	17282
DB03376	50197291
DB03379	50311531
DB03383	35346
DB03387	82145
DB03388	50139683
DB03389	16234
DB03392	50363874
DB03393	172716
DB03393	50218665
DB03397	50197974
DB03401	50075183
DB03401	50082886
DB03401	50091318
DB03403	31913
DB03403	50310540
DB03405	19807
DB03405	50098579
DB03410	50055710
DB03411	50016703
DB03411	50194701
DB03411	50204611
DB03411	50234567
DB03411	50375511
DB03413	50179185
DB03416	92961
DB03424	23971
DB03424	50010142
DB03424	50010205
DB03424	50010208
DB03424	50010210
DB03424	50010211
DB03424	50010222
DB03424	50046325
DB03424	50367209
DB03425	50031702
DB03425	50031703
DB03425	50031704
DB03425	50031705
DB03428	7238
DB03435	50096295
DB03435	50118239
DB03435	50318022
DB03435	50403871
DB03440	212439
DB03443	16
DB03444	50012188
DB03449	196649
DB03449	50122307
DB03453	50147974
DB03458	50381264
DB03461	50192451
DB03461	50422885
DB03462	50134397
DB03466	31882
DB03466	31884
DB03466	31885
DB03467	19461
DB03467	23419
DB03468	13017
DB03475	50078329
DB03476	50157085
DB03480	50201925
DB03480	50284826
DB03485	50242419
DB03488	50304032
DB03490	50378818
DB03491	50035297
DB03492	50042874
DB03493	50370484
DB03495	50120851
DB03496	31099
DB03496	50079331
DB03496	50403757
DB03496	5655
DB03497	17663
DB03498	50008082
DB03499	50159798
DB03499	50257204
DB03499	92495
DB03501	50209659
DB03501	50209666
DB03501	50209668
DB03501	50304030
DB03501	50423218
DB03503	4933
DB03504	15379
DB03509	27720
DB03515	50423545
DB03516	50124202
DB03523	15339
DB03523	50069959
DB03525	14682
DB03526	11930
DB03528	14487
DB03528	188488
DB03528	199118
DB03528	50093503
DB03528	50134746
DB03528	50144936
DB03528	82533
DB03534	8716
DB03535	50038879
DB03541	18771
DB03541	242739
DB03541	50008294
DB03541	50028408
DB03542	50191323
DB03553	50270021
DB03554	50124203
DB03555	14350
DB03555	50115868
DB03555	50115869
DB03558	50149206
DB03559	50064278
DB03560	50177411
DB03565	50366475
DB03566	50009353
DB03568	26109
DB03568	50079401
DB03571	50143043
DB03572	22919
DB03575	83449
DB03577	50272706
DB03577	50272707
DB03577	50272708
DB03581	197174
DB03585	200298
DB03589	152705
DB03591	14693
DB03593	50316304
DB03593	50370490
DB03595	14357
DB03598	11391
DB03600	23433
DB03600	50239187
DB03601	50228333
DB03601	50241408
DB03602	50227440
DB03603	50346168
DB03604	18862
DB03605	50126661
DB03605	50139673
DB03606	14361
DB03606	50042056
DB03606	50042058
DB03608	50000999
DB03609	50144937
DB03611	50070637
DB03614	83973
DB03618	50273604
DB03619	225702
DB03619	50375599
DB03619	50423621
DB03622	50028939
DB03623	16017
DB03628	14687
DB03632	10853
DB03632	50173286
DB03640	50055467
DB03640	50378533
DB03640	85209
DB03642	19769
DB03642	50098577
DB03643	13937
DB03643	50100897
DB03645	204923
DB03647	50139688
DB03649	50115109
DB03651	34612
DB03656	50424586
DB03657	50363873
DB03661	85473
DB03663	5482
DB03666	50118628
DB03670	50118792
DB03671	225707
DB03672	199182
DB03677	50143925
DB03678	50078304
DB03680	50038354
DB03685	50367025
DB03685	50398699
DB03690	50238366
DB03693	92674
DB03694	50240041
DB03695	18224
DB03699	50431012
DB03701	22165
DB03705	18068
DB03707	50058459
DB03712	14694
DB03714	50103240
DB03718	21340
DB03719	21220
DB03719	86761
DB03721	50063302
DB03721	50078332
DB03722	27682
DB03725	223202
DB03726	50004699
DB03728	50340070
DB03728	50405318
DB03729	50092659
DB03737	10109
DB03737	153753
DB03741	50240453
DB03741	50412188
DB03741	50412189
DB03742	50144849
DB03742	50144851
DB03744	50136446
DB03745	50405130
DB03747	50327038
DB03747	50377445
DB03748	50128066
DB03749	50161651
DB03750	50269962
DB03752	50308510
DB03753	50139246
DB03756	50210259
DB03758	15361
DB03758	227589
DB03758	50073099
DB03758	50347503
DB03760	16436
DB03761	50022238
DB03761	50351763
DB03765	50298711
DB03766	50082199
DB03766	50257201
DB03767	50121548
DB03768	13929
DB03768	50288179
DB03769	50316222
DB03771	50128056
DB03773	50242419
DB03775	66184
DB03777	2683
DB03780	50240341
DB03782	16176
DB03783	50420191
DB03784	23028
DB03785	50006408
DB03785	50280409
DB03785	50406129
DB03785	50406568
DB03785	50406681
DB03791	19992
DB03793	197302
DB03793	36181
DB03796	50152850
DB03800	50028108
DB03800	50186267
DB03802	20609
DB03803	12222
DB03804	50054768
DB03807	14797
DB03808	50015234
DB03809	15376
DB03811	7952
DB03817	50226144
DB03817	92987
DB03819	50015089
DB03823	50135165
DB03823	50135171
DB03823	50187665
DB03823	50373220
DB03824	14060
DB03825	26979
DB03828	14681
DB03832	50403027
DB03833	50374363
DB03835	50454694
DB03837	19516
DB03837	50243232
DB03839	18129
DB03839	92702
DB03841	50098068
DB03844	12019
DB03846	50094621
DB03846	50132286
DB03847	50076390
DB03849	14773
DB03849	50097561
DB03849	50346088
DB03851	50152851
DB03852	53430
DB03852	58275
DB03854	50323741
DB03856	50028197
DB03859	50057723
DB03859	50147921
DB03861	50377440
DB03862	36387
DB03865	14152
DB03865	50106240
DB03867	36554
DB03869	50339906
DB03871	50042874
DB03876	14171
DB03877	11934
DB03880	50063918
DB03880	50187399
DB03881	50247149
DB03882	50093445
DB03882	50375558
DB03882	50410527
DB03884	50269985
DB03888	50128058
DB03891	50408519
DB03892	235689
DB03892	50240714
DB03894	10989
DB03894	11000
DB03895	214729
DB03897	231636
DB03899	15375
DB03902	14674
DB03902	92964
DB03907	84475
DB03908	12214
DB03908	50066915
DB03909	18135
DB03909	50370142
DB03910	50240717
DB03911	16234
DB03916	50162319
DB03917	50092057
DB03918	50373697
DB03921	21492
DB03924	11315
DB03926	50093445
DB03926	50375558
DB03926	50410527
DB03929	23167
DB03929	50357212
DB03934	16
DB03934	209868
DB03934	231681
DB03937	50071521
DB03940	23222
DB03940	50144744
DB03943	181137
DB03943	92995
DB03944	50212472
DB03946	50100861
DB03948	50222697
DB03949	50050160
DB03953	50095201
DB03955	113762
DB03955	18351
DB03955	50065259
DB03955	50163438
DB03955	50163439
DB03955	50163440
DB03955	50163441
